"tPi_ns","Delta_g3_minus_g3prime","clean_infidelity","clean_leakage","qs_infidelity","qs_leakage","onef_infidelity","onef_leakage"
50.94267081084933,17,2.2605251004392812e-12,2.2606361227417437e-12,0.000007568856021469838,8.929674114699359e-8,0.000003815015108155073,1.31402806001768e-7
50.644760455230326,17.1,2.115752018028161e-12,2.115974062633086e-12,0.0000065485024004058316,8.819485972699769e-8,0.000003510596651093989,1.2399856257172548e-7
50.35031417351387,17.2,1.9768631176475537e-12,1.9769741399500163e-12,0.000008024235819775738,8.892413158489987e-8,0.000003799075273308583,1.1454387255249721e-7
50.05927189505425,17.3,1.8456347561368602e-12,1.8455237338343977e-12,0.000007124176515502789,8.932468640310275e-8,0.0000034594364570994517,1.121989132268908e-7
49.77157493014015,17.400000000000002,1.712741060089229e-12,1.7128520823916915e-12,0.000008591662491626573,9.364981384429872e-8,0.000003941856734422932,1.336406737834084e-7
49.48716593053935,17.5,1.5892842597509116e-12,1.589173237448449e-12,0.000008698758851152787,1.0853301332880427e-7,0.000004234483689213309,1.2475188863214637e-7
49.205988851388554,17.6,1.4721557306529576e-12,1.4721557306529576e-12,0.000007354061990152983,8.218171487162085e-8,0.0000032591255871045057,1.312294611055531e-7
48.927988914375064,17.7,1.3580248037214915e-12,1.357913781419029e-12,0.000006962764436350133,9.141676958313028e-8,0.000003438641158450828,1.2102127384838735e-7
48.65311257215947,17.8,1.2512213487525514e-12,1.251110326450089e-12,0.000007640590703009154,9.559384252011416e-8,0.000003560924619200323,1.20419167589092e-7
48.38130747399098,17.900000000000002,1.1481926520673369e-12,1.1479706074624119e-12,0.000006693622983552361,1.0665080307281639e-7,0.000003821152960706842,1.321488214145461e-7
48.11252243246881,18,1.0508260928077107e-12,1.0508260928077107e-12,0.000009256460080768192,8.851654828556654e-8,0.000003731702318992558,1.3525518106183298e-7
